param-0,param-1,loudness-dBFS,loudness-TP,loudness-dB,mfcc-0,mfcc-1,mfcc-2,mfcc-3,mfcc-4,mfcc-5,mfcc-6,mfcc-7,mfcc-8,mfcc-9,mfcc-10,mfcc-11,mfcc-12,chroma-A,chroma-A#,chroma-B,chroma-C,chroma-C#,chroma-D,chroma-D#,chroma-E,chroma-F,chroma-F#,chroma-G,chroma-G#,specshape-centroid,specshape-spread,specshape-skewness,specshape-kurtosis,specshape-rolloff,specshape-flatness,specshape-crest,sinefeaturefreqs-0,sinefeaturefreqs-1,sinefeaturefreqs-2,sinefeaturefreqs-3,sinefeaturefreqs-4,sinefeaturefreqs-5,sinefeaturefreqs-6,sinefeaturefreqs-7,sinefeaturefreqs-8,sinefeaturefreqs-9,sinefeaturemags-0,sinefeaturemags-1,sinefeaturemags-2,sinefeaturemags-3,sinefeaturemags-4,sinefeaturemags-5,sinefeaturemags-6,sinefeaturemags-7,sinefeaturemags-8,sinefeaturemags-9
0.0,0.5,-20.162136021505376,-5.932947903225806,0.10583136612903228,-257.96750806451615,80.66505268817205,81.71445161290322,32.17935741935484,20.738693612903226,14.786130591397848,12.641092204301076,10.293396725806451,8.025099623655914,7.331730053763441,8.527821720430108,6.513186290322581,7.09654376344086,1.6078152365591398,1.593206849462366,1.5764540967741936,1.6314788978494625,1.6269708870967745,1.6272914274193544,1.615522494139785,1.580188738408602,1.5488456805806452,1.598443566112903,1.6224895708602152,1.6225435666666663,90.59178655913978,280.57420967741933,68.96081784946237,5445.359400376344,242.92252580645163,-66.93888102150537,48.71423225806452,55.05378494623656,145.44225806451615,152.88919354838708,155.43801075268817,158.72005376344086,161.22521505376343,164.08301075268818,165.43408602150538,169.7462365591398,171.15483870967742,0.11575666991935483,7.173575268817204e-06,7.04031182795699e-06,6.985543010752688e-06,6.914876344086022e-06,6.871736559139785e-06,6.821618279569891e-06,6.805752688172044e-06,6.731913978494624e-06,6.706930107526882e-06
0.0,0.55,-19.39654247311828,-5.163069731182795,0.11482884516129033,-255.34274784946234,82.51604731182795,81.78884623655914,31.963797258064513,20.10887784139785,15.518335161290322,12.591110430107527,9.620999677419356,8.955665322580646,6.921415752688173,8.175502956989247,7.236534677419355,6.4949098387096775,1.9433936989247311,1.9198309408602152,1.896505510752688,1.9625066559139788,1.965296607526882,1.968527241935484,1.9547013783333334,1.9119781164193546,1.8740560041290322,1.9340628347150537,1.9631288655376344,1.9630070494623657,90.60296559139786,268.1643978494624,71.96526930107527,5964.1692410752685,245.47516075268817,-67.63995784946236,48.713904838709674,49.64405322580645,149.976935483871,148.32516129032257,152.60870967741937,156.372311827957,159.02215053763442,162.91543010752687,165.20188172043012,169.11505376344084,171.1059139784946,0.1249892053763441,7.896835483870969e-06,7.695645161290323e-06,7.600655913978495e-06,7.519397849462365e-06,7.466919354838709e-06,7.398193548387096e-06,7.375763440860215e-06,7.299370967741937e-06,7.268575268817204e-06
0.0,0.6,-18.69725483870968,-4.4603224193548385,0.12383113172043013,-253.26949301075268,84.86019569892473,81.0113247311828,31.974748548387094,20.38944666774194,15.259172741935483,12.690325860215053,9.606134623655914,8.637123387096775,7.6330015053763445,7.794635322580644,6.723372365591399,7.559203548387097,2.310929456989247,2.2775613817204303,2.2470381182795705,2.3250605161290325,2.3358421720430105,2.3422589365591397,2.3261804296236557,2.275363493139785,2.230236718537635,2.3016437174569893,2.336207779516129,2.3358942123655915,90.70057634408603,260.47460215053763,75.10724629032258,6520.907648279571,247.7138430107527,-68.34576478494624,48.71342258064516,55.59375591397849,195.05499999999998,151.71870967741935,155.0308064516129,157.97833333333335,162.81639784946236,164.81994623655916,169.09354838709677,171.1720430107527,173.95645161290324,0.13422172489838707,8.921753225806452e-06,8.198489247311828e-06,8.120241935483871e-06,8.0562311827957e-06,7.970274193548387e-06,7.945854838709677e-06,7.859752688172044e-06,7.828483870967742e-06,7.778876344086022e-06
0.0,0.65,-18.05368924731183,-3.8137339247311823,0.13283754516129032,-251.18408225806454,86.16539086021504,82.05502258064517,30.76950827956989,20.225491951612902,15.821378817204302,12.678067903225806,9.671179946236558,8.258938440860215,7.752571182795698,8.087127258064516,6.3712338709677425,7.5015391397849465,2.710424440860215,2.666398747311828,2.628051629032258,2.719140317204301,2.7386070913978497,2.7484871026881716,2.7299601749462363,2.670345981473118,2.61738800127957,2.7011859240698928,2.741726646021505,2.7412053731182797,90.89910752688172,256.0983064516129,76.74498129032258,6838.171373870968,249.69250806451618,-68.69400564516128,48.71282419354839,55.85146720430107,153.27887096774194,151.43596774193549,156.6010752688172,159.13236559139787,162.84198924731183,164.8202688172043,168.9069892473118,173.79623655913977,176.13763440860217,0.14345599795107528,9.007333333333333e-06,8.795182795698925e-06,8.672752688172043e-06,8.618295698924732e-06,8.540107526881719e-06,8.51390322580645e-06,8.426231182795699e-06,8.327951612903227e-06,8.300306451612903e-06
0.0,0.7,-17.457609677419352,-3.2151779569892467,0.14184739838709678,-248.31319032258065,87.26996774193547,81.27945860215053,31.15819467741936,20.261782752688173,15.647240215053762,12.621572258064516,9.928433440860216,8.23452629032258,7.2433776881720435,8.951213279569892,5.624601021505377,7.878710806451613,3.141870870967742,3.086335483870968,3.039538844086022,3.1447390645161293,3.173584451612903,3.1872042989247316,3.1660323181720433,3.0969178928709673,3.035502438107527,3.132682841327957,3.1796780347311837,3.1789320629032267,91.03548817204302,249.17562365591397,78.93257903225806,7283.798220215055,251.44894892473116,-69.11854946236559,48.712144623655924,49.735372043010756,169.01317204301074,156.55123655913977,157.73424731182794,162.1268817204301,167.5204301075269,171.7231182795699,173.75860215053763,178.9338709677419,181.61559139784947,0.1526914268817204,9.751439247311828e-06,9.200881720430109e-06,9.17567741935484e-06,9.069026881720429e-06,8.95310752688172e-06,8.882806451612903e-06,8.858645161290321e-06,8.768494623655913e-06,8.739010752688172e-06
0.0,0.75,-16.902452688172044,-2.6579117741935487,0.15086065698924733,-247.92819193548388,90.18944032258064,80.66774032258066,31.029201236559143,20.391835741935484,15.42754430107527,12.861602150537633,9.473099086021504,8.71489806451613,7.785304247311827,7.510262365591399,6.244679838709677,8.739162903225806,3.60528447311828,3.537387833333333,3.4815160537634413,3.6018726559139784,3.6407909032258057,3.658426617741935,3.6344145106451617,3.555094894645161,3.4845955886451616,3.596149959069893,3.650078472903226,3.6490915623655913,91.07457043010753,240.85163978494626,82.79695225806452,8034.306760000001,253.01234838709675,-69.93256870967743,48.71151720430107,56.60747903225806,178.6513440860215,160.161935483871,160.96247311827955,166.64623655913977,172.31129032258065,174.77849462365592,179.73870967741937,182.6209677419355,184.18333333333334,0.16192848125698925,1.040155e-05,9.711365591397849e-06,9.69897311827957e-06,9.571978494623657e-06,9.451876344086021e-06,9.407193548387097e-06,9.312198924731183e-06,9.28310752688172e-06,9.259193548387098e-06
0.0,0.8,-16.382975268817205,-2.1365699032258063,0.15987655053763442,-245.83850483870964,90.78623387096773,81.62373924731183,30.297280376344084,19.8494639516129,16.29275795698925,12.711542258064513,9.356101559139784,8.374246774193548,8.071015000000001,8.015236505376343,5.805466612903226,7.948609139784946,4.100649069892473,4.019538827956989,3.9539660107526884,4.090524295698925,4.1402082903225805,4.162137111827957,4.135088477311828,4.044861394537635,3.9646515761182792,4.0915711313279575,4.152910508924732,4.15166664516129,91.28490430107527,237.7306559139785,84.11815569892472,8357.441667688172,254.42531182795702,-70.23849268817204,48.71074247311828,56.161644623655924,151.72129032258061,160.9979569892473,166.65322580645162,171.99139784946234,175.16451612903225,181.9279569892473,183.64301075268816,185.04086021505375,186.76021505376346,0.17116646017365592,1.0591935483870966e-05,1.026710752688172e-05,1.0136413978494623e-05,1.0008311827956988e-05,9.955516129032258e-06,9.834333333333333e-06,9.809741935483872e-06,9.790682795698926e-06,9.78010752688172e-06
0.0,0.85,-15.894854301075268,-1.646892182795699,0.16889492688172042,-243.11700698924736,91.7627016129032,80.57828333333332,30.341001344086024,20.09594653763441,16.658876881720428,12.44044817204301,9.135294086021505,8.641319032258064,7.582053494623656,8.605867419354839,6.2665722580645165,6.739668709677419,4.627976016129033,4.532801392473119,4.456901768817205,4.610706467741935,4.671850306451613,4.698349222580646,4.668066847741936,4.566228802602151,4.475682206763441,4.618958176489247,4.688187390107527,4.686669520967742,91.45362741935485,234.15472043010755,85.59723344086021,8675.739776935485,255.70046129032258,-70.43893849462366,48.709944623655915,56.87609032258064,189.35870967741937,163.34327956989247,167.21129032258065,172.3430107526882,176.6978494623656,184.30967741935484,185.86344086021504,187.23709677419353,70.29193548387096,0.1804056148811828,1.1618104838709677e-05,1.0809322580645161e-05,1.068643010752688e-05,1.0565118279569891e-05,1.049891935483871e-05,1.0367349462365591e-05,1.0342258064516127e-05,1.0327575268817204e-05,1.8069139784946235e-06
0.0,0.9,-15.434530107526884,-1.1852062048709677,0.1779153376344086,-241.80405483870967,93.13264677419355,80.36905698924731,30.472166236559136,19.953482559139786,16.58554559139785,12.291678602150537,9.392402741935484,8.689563978494622,7.766119946236559,8.260705053763441,5.459386075268817,8.476542311827956,5.187255698924731,5.077162720430108,4.99031043548387,5.162407376344086,5.235703317204301,5.26705004139785,5.233338648817204,5.119185224645161,5.017675986870968,5.178299281327957,5.255895239569893,5.254088560752688,91.57707849462365,229.08754838709677,87.76262510752689,9167.372988817204,256.85594999999995,-70.87317166666665,48.709167204301075,99.65387741935484,273.85166666666663,171.6838709677419,175.76182795698926,182.61397849462364,185.19301075268817,186.541935483871,187.93172043010753,72.2741935483871,73.09838709677419,0.18964607055537633,1.281774623655914e-05,1.1127725806451614e-05,1.1062817204301076e-05,1.092239247311828e-05,1.0889580645161291e-05,1.087241935483871e-05,1.086232258064516e-05,1.8648333333333333e-06,1.8511290322580647e-06
0.0,0.95,-14.998974086021507,-0.7484188133870969,0.18693797258064515,-240.76763870967739,94.15118333333334,81.51198548387096,28.80635188172043,21.080572903225807,16.189307903225806,11.915156075268818,9.823856075268816,8.98084989247312,7.368837473118279,7.787248709677419,6.566007150537635,7.773268655913977,5.778503182795697,5.652642096774194,5.554211768817205,5.745645741935484,5.831787779569892,5.8682562075268825,5.830921611182796,5.703749370881721,5.590651302462366,5.769614328102151,5.856058154623656,5.8539415387096785,91.77559731182795,228.17701612903227,88.66066876344085,9342.57627016129,257.9069107526882,-71.16893860215053,48.70835537634409,77.20052150537634,178.72827956989246,176.82473118279566,179.70322580645163,67.98172043010753,69.81720430107526,70.28172043010753,72.24139784946236,73.09247311827957,74.2247311827957,0.1988866224629032,1.1867519354838708e-05,1.1647849462365592e-05,1.1595596774193549e-05,2.046435483870968e-06,2.0065698924731183e-06,1.9970645161290323e-06,1.95810752688172e-06,1.9436612903225807e-06,1.925532258064516e-06
0.05,0.0,-145.710823655914,-288.6433911290322,0.016339580645161292,-1837.0167978494628,7.802314516128962,6.03586774193571,0.5388506989246394,-1.8124983870967353,-2.7434252688173104,-2.866880107526734,-2.7638623655914394,-2.0511732258063686,-1.368834354839202,-0.41069747311817445,0.2961025430104657,0.8240902688171782,0.009739456451612904,0.03781246612903226,0.05236716935483871,0.0551096311827957,0.015773491397849462,0.002207524731182796,0.00023032086021505376,9.538305376344085e-05,8.815265053763441e-05,0.0001201799193548387,0.00026661849462365593,0.0011750860215053764,10186.673838709676,5914.328720430105,4.040583494623656,252.45682844086022,19366.348026881715,-4.644954301074852,3.697465591397849,37.91038548387097,103.82695698924731,125.27763440860215,128.59247311827957,132.59209677419352,137.23483870967743,139.57155913978497,142.04091397849461,144.0917741935484,146.37586021505376,0.02189639059139785,0.0016300817473118281,1.4661075268817204e-06,1.439451612903226e-06,1.390609139784946e-06,1.3480537634408603e-06,1.3291634408602152e-06,1.3174086021505376e-06,1.3056166666666667e-06,1.2924370967741934e-06
0.05,0.05,-28.98983817204301,-24.0940276344086,0.04437917903225807,-286.39762365591395,57.256435483870966,86.52514946236559,54.109981505376346,36.538989795698924,20.11494129032258,14.80567198924731,8.714687365591397,7.508174516129033,4.517751397849462,3.5075630268817206,2.147367495698925,0.3785783876344086,0.016141722688172044,0.04589925629032258,0.062003591935483875,0.06553721505376345,0.026041846774193553,0.012104348387096774,0.010207732365591398,0.010294345693548387,0.009613755715053764,0.007813884983870967,0.006450728655913979,0.006751728548387097,216.66247849462368,681.0344731182796,26.04215177419355,816.696309032258,299.2745752688172,-50.593620430107535,46.83394086021506,169.8962193548387,5.358123655913979,102.43639784946235,106.14827956989248,107.11532258064517,110.32091397849462,114.2139247311828,116.39333333333333,117.79779569892473,122.1958064516129,0.06871086268817203,0.002027098924731183,2.249236559139785e-06,2.171731182795699e-06,2.1558763440860214e-06,2.1138709677419357e-06,2.0545483870967742e-06,2.0296349462365593e-06,2.0120849462365594e-06,1.968888172043011e-06
0.05,0.1,-23.451757526881725,-18.559189838709674,0.07244836290322582,-274.6810459139785,71.29257365591397,92.96996021505377,52.638000322580645,34.65425037634409,18.858871021505376,13.992101666666667,9.926383387096775,8.430017204301077,4.382238817204302,3.265938774193548,1.837166715591398,0.42631401026881716,0.035365714516129035,0.07018142956989247,0.09092861182795699,0.09682836989247312,0.056824576881720434,0.04176146182795699,0.04010220505376344,0.04085165249462366,0.03815620952150538,0.030874164446236554,0.024997899301075262,0.02349242204301075,203.95544086021505,501.86217741935485,34.98936043010753,1372.6340019892475,310.41501612903227,-55.75072473118279,46.839890860215064,169.8897876344086,5.369317204301075,97.2805376344086,99.39268817204301,105.61623655913978,114.08365591397848,115.85935483870968,117.69596774193546,120.93505376344085,122.06881720430107,0.11586019967741935,0.0020117424731182793,3.067693548387097e-06,3.0123870967741936e-06,2.8791989247311828e-06,2.729510752688172e-06,2.701268817204301e-06,2.6745591397849466e-06,2.624177419354839e-06,2.607516129032258e-06
0.05,0.15,-20.2095247311828,-15.32058924731183,0.10054317473118281,-266.1008756451613,79.30482634408602,95.33503225806452,52.34754424731184,32.50861322580645,18.428281129032257,15.037088279569893,10.101868010752687,7.9448380107526875,5.190378580645161,2.9502242688172045,1.194031846344086,0.8176205493010752,0.06741142688172043,0.11065897849462365,0.1391422258064516,0.14898305913978493,0.10812167903225806,0.0911788688172043,0.08991372682795701,0.09176729012903226,0.08571550240860215,0.06930100105913978,0.05590811225806452,0.05139715161290323,200.6561451612903,426.15517204301074,41.51553241935484,1904.2652751612902,320.3156075268817,-58.539310215053774,46.851018817204306,169.8880247311828,5.382494623655914,98.91978494623658,114.02854838709678,115.38403225806452,122.11709677419354,126.06994623655913,128.88370967741935,132.53747311827956,138.72661290322583,0.16300799419354836,0.0019966817204301076,3.7827473118279573e-06,3.4078440860215056e-06,3.378301075268817e-06,3.265451612903226e-06,3.2078279569892474e-06,3.1673924731182793e-06,3.1081666666666668e-06,3.0186505376344087e-06
0.05,0.2,-17.907009677419357,-13.022606021505375,0.1286589139784946,-260.33330483870964,85.5776623655914,97.05218494623658,51.041584193548395,31.725620860215052,18.47937059139785,14.945909677419356,10.709052311827957,8.272150161290321,4.667754366666667,2.707043172043011,1.3583681629032258,0.7597265074731183,0.11227952688172042,0.16733278494623657,0.2066454892473118,0.2220024569892473,0.17993432258064512,0.16035766075268817,0.15964331016129032,0.1630423551827957,0.15229266848387096,0.12309526826344086,0.09918208241935485,0.09046652365591398,199.1644784946236,376.2078978494623,47.24592913978494,2458.982026021505,328.6037849462366,-60.65351225806452,46.85707849462366,169.88880322580644,5.398182795698925,111.21575268817205,114.42849462365592,117.90913978494623,128.74209677419356,129.9960752688172,132.55451612903227,133.64112903225808,134.9060752688172,0.21015610075268817,0.001982024193548387,4.153639784946236e-06,4.073467741935484e-06,3.987978494623656e-06,3.7705053763440857e-06,3.7457634408602155e-06,3.7028333333333333e-06,3.6827150537634403e-06,3.6671774193548384e-06
0.05,0.25,-16.119551612903226,-11.24013682795699,0.15679008602150538,-255.05804408602154,90.49760752688172,97.39578548387097,50.099964139784944,31.273264139784946,18.634516784946236,15.76414397311828,10.085819946236558,8.111605784946237,4.863170177419355,3.021194935483871,1.3600302811827958,0.21718115462365595,0.16996873118279568,0.2402011559139785,0.29343633870967745,0.3158843602150538,0.2722601774193548,0.24929565967741935,0.24928899026881723,0.2546746988387097,0.23788563273118277,0.1922552276182796,0.15481836467741933,0.1406993946236559,198.57367741935482,344.7603010752688,52.11907725806451,2997.7381896774195,335.4779946236559,-62.23035650537635,46.86041290322581,169.89121451612905,5.416935483870968,109.59672043010751,128.96435483870968,135.9933333333333,137.57327956989246,139.28962365591397,142.06693548387096,145.74736559139785,148.56456989247312,0.2573034552150537,0.0019678639784946237,4.893306451612903e-06,4.387887096774193e-06,4.258161290322581e-06,4.227849462365592e-06,4.203096774193549e-06,4.158569892473119e-06,4.107290322580645e-06,4.071274193548386e-06
